chapter_id,date,sentence,neutral,positive,negative
ch6,Octobre 1666,"Those are tattoos, Monsieur Aubry explained, made by pricking or cutting the skin and then rubbing charcoal onto the bleeding spots.",1,0,0
ch7,Novembre 1666,"Brune
 and 
Noisette
 were named for the colour of their big brown eyes.",1,0,0
ch8,Decembre 1666,"One moment the room is empty, and then it is filled with the presence of Tante Barbe.",1,0,0
ch6,Octobre 1666,If she lays these offerings at my feet I can praise her and then toss them out.,1,0,0
ch3,Juillet 1666,I know that Catherine is in heaven with Maman and Papa.,1,0,0
ch10,Février 1667,Would you choose that fate for yourself?,1,0,0
ch9,Janvier 1667,I called out for Monsieur Aubry and then for Kateri.,1,0,0
ch12,Avril 1667,"“What did you say, Hélène?” “She is an intelligent girl,” said Tante Barbe.",1,0,0
ch2,Juin 1666,Since then I have thought about that hat of Monsieur Deschamps.,1,0,0
ch5,Septembre 1666,"La pauvre
 Catherine.",1,0,0
ch10,Février 1667,He heard the news from a Mohawk who came here to trade.,1,0,0
ch5,Septembre 1666,"Kateri is sleeping in the bed next to me, the covers pulled up nearly over her head.",1,0,0
ch8,Decembre 1666,"“Would you accompany us, mademoiselle?” he asked me when she returned.",1,0,0
ch13,Mai 1667,"Jean says that the Iroquois plan to sue for peace at Québec, and a treaty will surely be signed.",1,0,0
ch8,Decembre 1666,"“My father loved my mother very much, Hélène.",1,0,0
ch5,Septembre 1666,She learned the language of the Indians.,1,0,0
ch6,Octobre 1666,"Monsieur Aubry was explaining something about a fur trading fair when a man on the shore cheered, 
“Vive le Roi!”
 and then others turned to stare.",1,1,0
ch5,Septembre 1666,Then he went off with Kateri to arrange for the canoes that will carry us to Montréal.,1,0,0
ch10,Février 1667,Jean brought a haunch of venison.,1,0,0
ch6,Octobre 1666,"Yes, he knew the location of the Lecôté house.",1,0,0
ch6,Octobre 1666,"Marie with the mole beside her mouth, and Marie with the missing front tooth, are to be married next Tuesday morning.",1,0,0
ch10,Février 1667,The room was very smoky and their pipes were making her dear niece’s eyes red.,1,0,0
ch13,Mai 1667,"By the time the letter reached France, I would be wed.",0,1,1
ch2,Juin 1666,"Little wisps of her blond hair blew about like gold threads escaping from the 
coiffe
 and the ribbons she was wearing.",1,0,0
ch10,Février 1667,"Inside were a flintlock pistol, a leather belt and two flasks.",1,0,0
ch6,Octobre 1666,"Now, though, I feel as though my world may stay the same for a little while.",1,0,0
ch5,Septembre 1666,The walls of it were so thin that I could not help but wonder how safe such a thing might be.,1,0,0
ch12,Avril 1667,"Tante Barbe, who as always, sees everything, began to bustle.",1,0,0
ch1,Mai 1666,"The girls are my responsibility, and I will see them safely settled somehow.” I cannot sleep.",1,0,0
ch12,Avril 1667,"“Finally, Monsieur Lespérance opened them, leaned out and tossed down some coins.",1,0,0
ch3,Juillet 1666,I felt so very lonely.,1,0,0
ch1,Mai 1666,"I might write all about myself, although I am not very interesting.",1,0,0
ch7,Novembre 1666,"If he misses her so very much, then perhaps Monsieur Aubry will never be able to forget his wife.",1,0,0
ch13,Mai 1667,Then it spreads its wings and soars into the sunshine of a new world.,0,1,0
ch5,Septembre 1666,The canoes came quite close to the ship.,1,0,0
ch11,Mars 1667,"It is scurvy, but no one knows what causes it.",0,0,1
ch8,Decembre 1666,Her nipples stuck out and were very pink.,1,0,0
ch12,Avril 1667,"With the fine weather, the forest across the river has begun to come alive once more.",1,0,0
ch6,Octobre 1666,At Kateri’s heels was a large brown dog.,1,0,0
ch1,Mai 1666,"The girls are carefully screened, and only the best are chosen.",1,0,0
ch4,Août 1666,Or you may return to France.” I said that I could not go back to France.,0,1,1
ch13,Mai 1667,Do not move.,1,0,0
ch4,Août 1666,"Séraphin said a ship’s bell was heard in the night, but the sailors saw nothing.",1,0,0
ch5,Septembre 1666,It is the city of Québec.,1,0,0
ch10,Février 1667,"It was too fine a day for thoughts like that, however.",1,0,0
ch5,Septembre 1666,No one was rude.,1,0,0
ch1,Mai 1666,I think that Madeleine and Anne are jealous of Catherine.,1,0,0
ch2,Juin 1666,"The bed curtains have not yet been let down, and one candle burns on the small table next to me.",1,0,0
ch7,Novembre 1666,"“They say your papa has gone to the Mohawks once more,” the coureur de bois called out to Kateri’s back.",1,0,0
ch1,Mai 1666,"There is also the barn or the stable if you do not mind the smell of manure, and I do not.",1,0,0
ch7,Novembre 1666,"It was not nearly as large as some of the other houses owned by the wealthy merchants on this street, but it had an elegant appearance.",1,0,0
ch6,Octobre 1666,I think I will trust the judgment of Monsieur Aubry for the moment.,1,0,0
ch2,Juin 1666,Often they do not even flap their wings.,1,0,0
ch1,Mai 1666,"Then she asked, “What is this you are proposing?",1,0,0
ch10,Février 1667,To live.,1,0,0
ch5,Septembre 1666,"Soldiers of the Carignan-Salières Regiment came from France last year to protect the settlements, I heard one man say.",1,1,0
ch12,Avril 1667,"“Excellent, mademoiselle,” one of the soldiers cheered.",1,0,0
ch1,Mai 1666,He will be writing a letter of recommendation for Catherine if she goes.,1,0,0
ch9,Janvier 1667,"I was certain they would not permit Monsieur Aubry to enter the hospital, I told her.",1,0,0
ch13,Mai 1667,"Vive les filles à marier!”
 How it stirred the memories in my heart.",1,0,0
ch2,Juin 1666,"Catherine stayed inside the ship, 
below
, the captain calls it.",1,0,0
ch12,Avril 1667,How odd.,1,0,0
ch2,Juin 1666,I had a travelling bag of embroidered fabric that once had been Maman’s.,1,0,0
ch3,Juillet 1666,"I know in my heart that she would feel much better in the sunshine, but she can barely stand.",1,0,0
ch10,Février 1667,"While she was gone, I assured Monsieur Aubry that Monsieur Deschamps’s words meant nothing to me at all.",1,0,0
ch1,Mai 1666,"Catherine says it is because Cousin Pierre is our guardian, and Papa’s will was quite clear that he should look out for us until we wed.",1,0,0
ch11,Mars 1667,"“You know, yourself,” he said, “to leave a sickbed too soon is foolishness.” I whispered to him that one more dose of that tea would have drowned me.",1,0,0
ch5,Septembre 1666,"When I said that aloud, Monsieur Aubry, who paddles behind me, informed me that these trees have never been cut.",1,0,0
ch13,Mai 1667,"On she went, until she paused for breath and shook her head.",1,0,0
ch8,Decembre 1666,"“I try, Hélène,” she whispered finally, “but it hurts me.” I held her as she wept.",1,0,0
ch5,Septembre 1666,"I was almost sad to leave our vessel this morning, since it has been my home all these months.",0,1,1
ch10,Février 1667,One could tell by the arrows that were left in the bodies.,1,0,0
ch5,Septembre 1666,How much she was loved!,1,0,0
ch7,Novembre 1666,It is the feast of Sainte Catherine.,1,0,0
ch7,Novembre 1666,"They tried to defend themselves, but they were far outnumbered.",1,0,0
ch7,Novembre 1666,"It is only a mild affliction, but it will still take a few weeks for her to heal.",1,0,0
ch9,Janvier 1667,I stank of the sickroom.,1,0,0
ch6,Octobre 1666,"He gave a short bow, and then he was away.",1,0,0
ch4,Août 1666,I smell only the ocean and the stink of the ship if I am below.,0,0,1
ch8,Decembre 1666,This was the work area of a craftsman.,1,0,0
ch5,Septembre 1666,Think of how cold the water would be if some person were to accidentally jostle against you and you should take a tumble.,0,0,1
ch10,Février 1667,"It seemed he did wish to, but only if I would call him Jean.",1,0,0
ch1,Mai 1666,New France sounds so exciting and mysterious.,0,1,0
ch6,Octobre 1666,I took a small piece.,1,0,0
ch13,Mai 1667,How many times had Jean warned me of what might happen?,1,0,0
ch2,Juin 1666,"The country is wild and beautiful, they have told us, and dangerous beyond belief.",0,1,1
ch2,Juin 1666,I wept.,1,0,0
ch10,Février 1667,"“You are wrong on the first count, but absolutely correct on the second, monsieur.",1,0,0
ch12,Avril 1667,"My old 
chaussons
 are quite worn.",1,0,0
ch5,Septembre 1666,How sad that would be if she cannot.,1,0,0
ch5,Septembre 1666,Will you not consider taking your sister’s place?,1,0,0
ch10,Février 1667,If he wished to.,1,0,0
ch5,Septembre 1666,I heard a knock at the door and I asked who was there.,1,0,0
ch3,Juillet 1666,"What I felt when I stepped out whipped away any guilt, so enormous was my terror.",1,0,0
ch5,Septembre 1666,“How large is your house?” “How many chickens did you say you have?” “Your cow.,1,0,0
ch9,Janvier 1667,"I had nursed my papa, but he had died in spite of all I had done.",1,0,0
ch5,Septembre 1666,"It is fortunate that it does not make me angry, since he persists in doing this.",1,0,0
ch2,Juin 1666,"Our clothing and few possessions we may keep with us, but our bedding chest we emptied.",1,0,0
ch10,Février 1667,Ourson trotted alongside us.,1,0,0
ch10,Février 1667,"Séraphin told her that he had worked hard this morning, mucking out the cowshed and chopping wood, so Tante Barbe agreed.",1,0,0
ch10,Février 1667,He must be able to do this if he is ever to have a business of his own.,1,0,0
ch9,Janvier 1667,"I found him alone in the kitchen, staring at the reflection of his face in a small mirror.",1,0,0
ch10,Février 1667,"When Tante Barbe said it had boiled long enough, it was left to cool.",1,0,0
ch6,Octobre 1666,The sun was well up in the sky when she brought up a tray of food for me.,1,0,0
ch2,Juin 1666,It was the Indian girl.,1,0,0
ch6,Octobre 1666,Minette wandered today.,1,0,0
ch5,Septembre 1666,The presence of Monsieur Deschamps seemed to assure that.,1,0,0
ch1,Mai 1666,I smiled.,1,0,0
ch8,Decembre 1666,"He and other 
engagés
 have worked these last few days with the soldiers to replace a section of the palisade.",1,0,0
ch6,Octobre 1666,Then I went back to the kitchen where Tante Barbe had set Séraphin to work carrying in wood.,1,0,0
ch6,Octobre 1666,“Hélène St. Onge.,1,0,0
ch1,Mai 1666,"Before I left the confessional, I asked Père Simard if keeping the diary might be a sin of pride.",1,0,0
ch1,Mai 1666,"I crouched down in the hallway, my ear next to the partially opened door, and listened.",1,0,0
ch6,Octobre 1666,"And look, you have a little cat.",1,0,0
ch4,Août 1666,"It began with one small bird, a sort of finch.",1,0,0
ch9,Janvier 1667,"Séraphin came when he could, to stand in the street and tell Kateri or me news of the town.",1,0,0
ch5,Septembre 1666,"“It looks worse than it is,” Séraphin shouted up.",1,0,0
ch5,Septembre 1666,"You are correct, of course.",1,0,0
ch11,Mars 1667,"Still, we eat better than many people do.",1,0,0
ch4,Août 1666,The girls talk ceaselessly of the men they will marry.,1,0,0
ch10,Février 1667,"Something important, is it?” Tante Barbe answered.",1,0,0
ch9,Janvier 1667,Kateri woke then and wept happily that her father was beginning to recover.,1,0,0
ch10,Février 1667,We chopped up spruce tips and boiled them in water.,1,0,0
ch2,Juin 1666,He himself has a place forward with the sailors.,1,0,0
ch6,Octobre 1666,"Besides, you are too young still.",1,0,0
ch13,Mai 1667,I could see Madame Laurent fussing about.,1,0,0
ch2,Juin 1666,"Minette does not care for that at all, but like me, she will have to become comfortable with it.",1,0,0
ch10,Février 1667,"“Come help me a moment in the kitchen, Kateri.” Oh, how she conspires to leave us alone together.",1,0,0
ch7,Novembre 1666,“That is why he returns to the village.,1,0,0
ch5,Septembre 1666,"Hopefully you will always see New France in the same way,” he answered.",0,1,0
ch6,Octobre 1666,I set my mind and told myself to deal with it bit by bit.,1,0,0
ch5,Septembre 1666,I thought no one had seen.,1,0,0
ch8,Decembre 1666,"“Are you hungry, Papa?” Kateri asked him.",1,0,0
ch1,Mai 1666,"ce même soir I may now finish this entry, since Père Simard has explained.",1,0,0
ch4,Août 1666,"The girls flirt outrageously with him, especially Marie with the freckles.",1,0,0
ch10,Février 1667,"A servant preceded him, sweeping snow out of the way to make his master’s passage easier.",1,0,0
ch3,Juillet 1666,Many flying fish jumped out of the water and landed on the deck.,1,0,0
ch6,Octobre 1666,"Sometimes it does, and sometimes it does not.",1,0,0
ch3,Juillet 1666,My sister is dead.,1,0,0
ch13,Mai 1667,I had no idea what it was.,1,0,0
ch3,Juillet 1666,"But if that is the only way I can keep you both close to me, I will suffer it, though it hurts so.",1,0,0
ch1,Mai 1666,That is why it is so important for me to write in this diary.,1,0,0
ch6,Octobre 1666,But for now you need hot soup in your belly and a quiet night’s sleep.,1,0,0
ch10,Février 1667,"When they returned Monsieur Aubry asked to borrow Séraphin again this afternoon, before it grew too dark.",1,0,0
ch5,Septembre 1666,"I, of course, do not agree with her, although I keep that to myself, not wishing to be pinched yet again.",1,0,0
ch1,Mai 1666,Sometimes it seems as if fifty years separate us rather than three.,1,0,0
ch10,Février 1667,"I was armed, I remarked, but I had no idea of how to shoot.",1,0,0
ch1,Mai 1666,"Manners,” she scolded.",1,0,0
ch2,Juin 1666,"Besides, Minette likes Kateri and she is the best judge of character that I know.",1,0,0
ch5,Septembre 1666,"Rowing ashore in the boat, Monsieur Aubry was so enraged he could not speak at first.",1,0,0
ch7,Novembre 1666,"It is most unusual for such a sign to have words at all, and I suspect that Monsieur Aubry is very proud of his shop.",1,0,0
ch2,Juin 1666,He is nearly bald except for a fringe of red hair that goes round his head.,1,0,0
ch1,Mai 1666,I may perish of curiosity.,1,0,0
ch8,Decembre 1666,Let me pour you another and you shall tell me tales of adventure.,1,0,0
ch1,Mai 1666,"Its tables and shelves are polished, the floor gleams, and the books are in order.",1,0,0
ch8,Decembre 1666,"After I milk, tomorrow, I will walk to the shop and invite them.",1,0,0
ch7,Novembre 1666,"When Kateri came in from feeding the chickens, she dusted off her hands and then milked Noisette.",1,0,0
ch5,Septembre 1666,Now they need not travel on to Montréal.” I know short Marie and Marie with the freckles have found what they wanted.,0,1,0
ch12,Avril 1667,"I am not so old, only thirty years.” Seeing my wide eyes, he hurried on.",1,0,0
ch10,Février 1667,What a chance this is for him.,1,0,0
ch7,Novembre 1666,They do not kick over the bucket and spill the milk.,1,0,0
ch3,Juillet 1666,"It is little wonder, since the air is so foul here.",1,0,0
ch10,Février 1667,I have said the rosary tonight in hopes that I will be able to control my temper when I next see Monsieur Deschamps.,1,0,0
ch13,Mai 1667,“He asks only why a white woman is out here when others hide like frightened rabbits within the walls.,1,0,0
ch6,Octobre 1666,Monsieur Aubry and Kateri came here today.,1,0,0
ch6,Octobre 1666,"To me it is horrible, although Tante Barbe says that any other girl would have leapt at the opportunity.",1,0,0
ch5,Septembre 1666,I wondered briefly about the possibility of a breechcloth and put that out of my head.,1,0,0
ch6,Octobre 1666,I knocked once and waited.,1,0,0
ch1,Mai 1666,"But there is Tante Barbe, after all.",1,0,0
ch10,Février 1667,I declined.,1,0,0
ch3,Juillet 1666,"I thought leaving New France might help, but running from my grief did not help at all.” His voice was soft and kind.",0,1,1
ch9,Janvier 1667,The fire in this room was still burning well.,1,0,0
ch6,Octobre 1666,"Tante Barbe took him on as an 
engagé
, saying that she needs the help of a strong young man.",1,0,0
ch2,Juin 1666,I burst out that I was but thirteen years old.,1,0,0
ch12,Avril 1667,I know it is a childish thing.,1,0,0
ch6,Octobre 1666,"“Madame, with your permission, there is something I wish to ask your niece.” “I would be careful what I asked her if I were you, Monsieur Aubry.",1,0,0
ch10,Février 1667,"I felt a puff of cold air as the door opened, but I did not look up, for people constantly come in and out.",1,0,0
ch1,Mai 1666,It is very likely that Catherine will wed a young man by the name of Armand Lecôté.,1,0,0
ch4,Août 1666,It cheered my heart and moved me deeply.,1,0,0
ch10,Février 1667,"“Alone,” he added.",1,0,0
ch8,Decembre 1666,"Our Minette is 
enceinte
.",1,0,0
ch8,Decembre 1666,“My head and back ache.,1,0,0
ch13,Mai 1667,"It was very early, and so few people were about.",1,0,0
ch5,Septembre 1666,I made my way through the ship and out onto the deck.,1,0,0
ch5,Septembre 1666,"After all this while on the ship, the thought of setting my feet onto dry land was wonderful.",0,1,1
ch5,Septembre 1666,Instead he scowled and his face was angry.,1,0,0
ch2,Juin 1666,“My sister will not marry until she is a woman.,1,0,0
ch12,Avril 1667,"“Try it on.” When I expressed my doubts Tante Barbe said, “Hélène, you do not seem to realize that you have grown these last months.",1,0,0
ch10,Février 1667,Off he went at the heels of the sweeping servant.,1,0,0
ch6,Octobre 1666,"Home draws closer, Hélène.",0,1,0
ch5,Septembre 1666,"It had been an Indian village once, when the explorer Cartier first saw it, he went on.",1,0,0
ch11,Mars 1667,"Beyond the palisade and the town, life is surely much harder for the people.",1,0,0
ch8,Decembre 1666,"“It sounds excellent, but I think I will decline,” said Monsieur Aubry.",1,0,0
ch9,Janvier 1667,"“It breaks my heart,” she said, “but I cannot come in.” The pain in her voice was terrible to hear.",1,0,0
ch5,Septembre 1666,"I cannot tell whether it is shyness or extreme conservativeness that keeps her lips sealed, but that does not matter.",1,0,0
ch10,Février 1667,"However, the sense of satisfaction went further.",1,0,0
ch8,Decembre 1666,"He unwound his sash and slipped off his 
capote
.",1,0,0
ch13,Mai 1667,I mumbled something about how I would have to believe that cats would be cats.,1,0,0
ch2,Juin 1666,"My tears were of loss, born from the idea of leaving France.",0,0,1
ch4,Août 1666,"I hope that we reach land quickly, and I told Monsieur Aubry that I could not wait to see Montréal.",0,1,0
ch3,Juillet 1666,I am weary of the ocean and the wretched bells.,0,0,1
ch10,Février 1667,When they returned Monsieur Aubry emptied a sack of whitefish and small pike onto the kitchen table.,1,0,0
ch10,Février 1667,"“Though I doubt you possess a rapier.” I reminded Monsieur Deschamps that duelling was against the laws in France and, I suspected, here.",1,0,0
ch5,Septembre 1666,"I looked around for Kateri and her father, but they had disappeared into the crowd.",1,0,0
ch5,Septembre 1666,"Now here is something new, but I am far too weary to think about it.",1,0,0
ch6,Octobre 1666,"Today I learned of another creature that some people eat, since it swims like a fish.",1,0,0
ch2,Juin 1666,"The King will provide a dowry, just as though Catherine were his own daughter.",1,0,0
ch8,Decembre 1666,I had learned that.,1,0,0
ch1,Mai 1666,"“There will be no dowries for you once the house is sold and the debts are paid,” Madeleine said.",1,0,0
ch13,Mai 1667,"“I know you will perish from curiosity if I do not tell you what was said, and I cannot have that,” Kateri whispered, dropping back a little.",1,0,0
ch4,Août 1666,Give me time.,1,0,0
ch2,Juin 1666,I will put out the candle now.,1,0,0
ch2,Juin 1666,"We were all tired when we stopped at this inn for the night, and I fell asleep quickly.",1,1,0
ch4,Août 1666,"We pass as much time together as possible, sitting outside when the weather is fine.",1,0,0
ch9,Janvier 1667,"“I thought to ask that I might court you, to spend time with you in a proper manner so that we might come to know each other better.",1,0,0
ch9,Janvier 1667,I know one thing.,1,0,0
ch3,Juillet 1666,Perhaps you will take up where he left off.,1,0,0
ch1,Mai 1666,This morning she said that there is barely enough room for us to stay here.,1,0,0
ch2,Juin 1666,I have not been able to see land for six days.,1,0,0
ch5,Septembre 1666,We are to go ashore soon for supplies and an outing.,1,1,0
ch10,Février 1667,I wonder if I will ever be able to guess which of them is the papa of the dear kittens?,1,0,0
ch9,Janvier 1667,I will not write it here.,1,0,0
ch10,Février 1667,He is a respectable man.,1,0,0
ch6,Octobre 1666,"This morning Tante Barbe refused to wake me early, saying that I had needed to rest.",1,0,0
ch12,Avril 1667,"“This one to begin with,” Tante Barbe decided.",1,0,0
ch5,Septembre 1666,"Mère Marie de l’Incarnation, who founded this convent, was so kind as to give us rooms for the night.",1,1,0
ch2,Juin 1666,"It has worn me out, and so I am writing this in bed.",1,0,0
ch8,Decembre 1666,Minette gave a little token hiss as Ourson passed her.,1,0,0
ch5,Septembre 1666,"You do not want that one, monsieur, when there are so many strapping French girls from which to choose, all 
filles à marier
.",1,0,0
ch10,Février 1667,I went outside the palisade for the first time since I arrived.,1,0,0
ch4,Août 1666,I have never seen such a wide river.,1,0,0
ch2,Juin 1666,"Catherine wrinkles her nose to think of such a thing, but it could be most interesting.",1,0,0
ch5,Septembre 1666,Cousin Pierre must know of Catherine’s death.,1,0,0
ch1,Mai 1666,"There is no odour of mustiness, for I open the windows every week and let the fresh air blow in.",1,0,0
ch6,Octobre 1666,His palms are tough but he still has blisters.,1,0,0
ch10,Février 1667,"Its curved front ploughs through the snow, and a man can pull heavy loads on it.",1,0,0
ch8,Decembre 1666,He scrubbed at his face with his hands and suddenly looked so weary.,1,0,0
ch2,Juin 1666,"“We shall make our friends among the better people in Montréal,” she says.",0,1,0
ch9,Janvier 1667,“What does it matter now?” he muttered into the mirror.,1,0,0
ch5,Septembre 1666,"“Is this not exciting,” cried Séraphin.",1,0,0
ch5,Septembre 1666,“Surely your cat may accept a gift without scandal.” It was a basket with a lid.,1,0,0
ch9,Janvier 1667,I walked to the gun shop on Christmas afternoon.,1,0,0
ch10,Février 1667,He said he had heard a rumour of Monsieur Aubry’s smallpox.,1,0,0
ch2,Juin 1666,"The captain gave Catherine the lantern he carried and said, “Mesdemoiselles, if you are to have a candle, it must be within a lantern.",1,0,0
ch4,Août 1666,He bowed to me then and made his apology.,1,0,0
ch6,Octobre 1666,"“Now you are for it!” laughed one man, slapping his companion across the shoulders.",1,0,0
ch5,Septembre 1666,We had left the inn to return to the ship.,1,0,0
ch3,Juillet 1666,"She mewed a little, for I squeezed her too tightly.",1,0,0
ch2,Juin 1666,"“I am going home,” she said.",1,0,0
ch4,Août 1666,"At mass, I shall pray for Catherine with all my heart.",1,0,0
ch8,Decembre 1666,"“The same way it always happens, Hélène,” said Tante Barbe, who laughed until she cried.",1,0,0
ch2,Juin 1666,At the sound of my voice Minette began to purr!,1,0,0
ch11,Mars 1667,Garlic and onions hang in bunches.,1,0,0
ch6,Octobre 1666,"They said back in France that the King is very fond of mushrooms, and that he has them grown for his table.",1,0,0
ch6,Octobre 1666,I never expected to see any of my husband’s family here.,1,0,0
ch4,Août 1666,"But this morning the fog had lifted, or rather, we were sailing out of it.",1,0,0
ch5,Septembre 1666,As the ship drew closer I could see that the site chosen for Québec is magnificent and imposing.,0,1,0
ch10,Février 1667,"Although I would be unable to say it aloud, it filled me with pride that I had pleased Jean.",1,0,0
ch4,Août 1666,Only a kindness.,1,0,0
ch1,Mai 1666,This was not always my diary.,1,0,0
ch12,Avril 1667,"I sponged the hem, but there are worn spots and a stain.",1,0,0
ch5,Septembre 1666,Stadacona.,1,0,0
ch9,Janvier 1667,I gently pushed aside the sweat-dampened hair so that I could bathe his face.,1,0,0
ch10,Février 1667,“Talon does not mind paying for the sort of musket he wants.,1,0,0
ch6,Octobre 1666,"Remember your duty to the King.” Then he sat down and leaned back in his chair, the most comfortable one in the room, I may add, with a satisfied expression upon his face.",1,0,0
ch7,Novembre 1666,“Maple wood is better in this snow than leather.,1,0,0
ch2,Juin 1666,"He watched the sky and talked with Captain Renville, who was also staring upwards.",1,0,0
ch6,Octobre 1666,"“Given the winters here, it is as good a place as any.” I am curious as to what Monsieur Aubry wishes to discuss with me.",1,0,0
ch10,Février 1667,"Five tiny kittens were there with her, nursing.",1,0,0
ch4,Août 1666,"None of the Maries are as plump as when we left La Rochelle, but all are in excellent spirits.",1,0,0
ch10,Février 1667,"I turned away from him, fighting my anger.",1,0,0
